hour,purchase bid,sell bid,mcv,fsv,mcp
19.0,8684.6,8083.775000000001,6921.15,6932.525,4648.0625
20.0,8332.425000000001,7516.25,6230.15,6252.950000000001,4556.5275
21.0,6641.4,7673.75,5226.5125,5266.98,3697.165
22.0,6663.025,7559.450000000001,5214.075,5200.675,3403.19
23.0,7409.35,8291.0,5281.4,5268.0,3298.68
24.0,8569.45,10867.875,6540.65,6527.25,3294.3625
1.0,9260.9,12918.325,7453.65,7382.7,2985.92
2.0,9099.5,15431.45,7623.15,7582.5,2850.4674999999997
3.0,9381.4,16336.75,7789.825,7849.225,2776.6675
4.0,9305.425,16717.074999999997,7758.5,7528.055,2739.665
5.0,9130.2,16368.45,7619.825,7483.725,2779.1625
6.0,10214.15,14475.2,8633.775,8327.125,2944.9425
7.0,13674.425,12953.3,11056.275,10462.27,3650.415
8.0,15146.05,12794.025,11169.575,11192.81,3875.78
9.0,13030.8,13139.825,10957.125,10472.08,3600.285
10.0,11229.925,10615.975,9105.6,8962.075,4197.0925
11.0,9943.05,9986.3,7834.175,7878.475,3820.2275
12.0,9365.825,10562.55,7900.35,7980.9,3337.5625
13.0,10022.15,12060.775,8577.95,8611.15,3257.1775
14.0,9255.05,14527.95,8625.025,8608.225,2737.4
15.0,10505.9,13534.95,9731.1,9718.5,2823.2875
16.0,11714.25,12503.125,10138.650000000001,10116.0,3266.3225
17.0,12450.25,12086.125,10504.325,10226.3775,3649.865
18.0,10418.35,10581.6,8828.7,8723.355,3514.135
19.0,8468.5,8563.150000000001,7053.1,7038.725,4260.255
20.0,7763.975,7610.424999999999,6118.125,6107.725,4136.8025
21.0,6389.95,7438.9,5231.849999999999,5225.025,3574.225
22.0,7240.075,7395.15,5708.325,5709.725,3517.2775
23.0,7743.15,8533.4,5403.35,5400.15,3331.1275
24.0,8804.575,10705.075,6558.55,6555.35,3250.965
1.0,10421.9,12356.425,7817.825,8011.875,3195.9
2.0,10141.175,14547.975,7937.325,8209.45,3006.5725
3.0,10107.975,15664.55,8133.3,8325.25,2919.645
4.0,9794.55,16088.55,7938.575,8108.22,2816.51
5.0,9984.949999999999,15625.75,7956.545,8175.049999999999,2908.1225
6.0,11116.8,12957.325,8470.05,8564.105,3099.6175
7.0,14539.85,12282.7,9990.575,10680.997500000001,3925.6974999999998
8.0,16445.0,12149.675,10398.05,11372.747500000001,4318.6425
9.0,13765.25,12477.25,9971.25,10794.244999999999,3825.635
10.0,11300.25,11246.45,8937.075,9124.675,4243.66
11.0,9837.050000000001,10639.900000000001,7808.135,8029.6375,3515.0
12.0,11590.25,11076.1,8494.25,8812.075,3942.7475
13.0,11509.8,12529.9,9129.825,9397.725,3409.8375
14.0,10602.075,14711.775,9037.8125,9320.66,2831.6949999999997
15.0,12127.5,14348.95,10052.425,10351.8,3010.8925
16.0,13789.175,13248.75,10695.975,11050.4375,3695.2075
17.0,14907.5,12562.5,10874.7,11533.8,4000.3475
18.0,13129.6,11200.45,9627.225,9924.775,4168.362499999999
19.0,9814.75,8331.425,7219.299999999999,7553.55,4987.685
20.0,8946.95,7773.875,6557.225,6817.825,4666.2074999999995
21.0,8281.575,7508.25,5989.55,6339.625,4275.46
22.0,8614.775,7372.375,5756.450000000001,6071.450000000001,4097.9125
23.0,8710.0,9053.275,6002.76,6168.275,3362.215
24.0,9518.7,10946.5,6955.525,7125.200000000001,3315.71
1.0,9649.5,9664.775000000001,7360.875,7360.875,3551.64
2.0,9737.475,11596.900000000001,7824.575,7824.575,3307.125
3.0,9470.925,12714.475,7638.675,7638.675,3072.6175000000003
4.0,9430.35,13122.35,7638.275,7638.275,3020.5
5.0,9775.75,12846.225,7815.25,7815.25,3108.855
6.0,10646.425000000001,11414.175,8420.45,8420.45,3405.26
7.0,14758.15,11530.275,10607.75,10607.75,4550.4025
8.0,16290.2,11901.65,11429.45,11429.45,5150.3075
9.0,13237.2,11511.75,10422.6,10422.6,4578.1975
10.0,10679.425,10152.85,8519.175,8519.175,4258.0275
11.0,9110.45,9238.95,7260.7,7260.7,3594.8025
12.0,9245.9,9539.4,7660.875,7660.875,3515.1525
13.0,9797.975,11303.075,8514.1,8514.1,3345.9625
14.0,9148.975,14043.775,8370.6625,8370.6625,2873.29
15.0,10974.575,13537.05,9930.475,9930.475,3091.1025
16.0,11845.15,12248.3,10215.075,10215.075,3350.3450000000003
17.0,13134.4,11544.65,10534.225,10534.225,4221.0425000000005
18.0,11410.675,10062.0,9030.95,9030.95,4514.2625
19.0,9722.925000000001,7988.275,7465.675,7465.675,5250.45
20.0,9492.45,7427.225,6995.1125,6995.1125,5447.594999999999
21.0,8473.875,7468.85,6734.22,6734.22,4661.5275
22.0,8247.3,7127.1,6177.725,6177.725,4396.01
23.0,8354.55,7549.475,6030.875,6030.875,3701.3675000000003
24.0,9043.6,9603.05,7041.75,7041.75,3458.6
1.0,10328.475,10531.8,7797.785,7797.785,3410.37
2.0,10029.3,11918.95,7688.825,7688.825,3189.5425
3.0,10285.625,12929.5,8109.725,8109.725,3121.08
4.0,10424.175,13433.2,8359.65,8359.65,3090.5525
5.0,10757.65,13241.775,8527.557499999999,8527.557499999999,3205.725
6.0,11391.325,11860.325,8938.5875,8938.5875,3517.7875
7.0,14367.95,11446.45,10648.025,10648.025,4750.3125
8.0,15374.625,11810.875,11298.975,11298.975,5525.4075
9.0,12806.725,12462.7,10195.4,10195.4,4018.205
10.0,10165.375,9819.625,7506.325,7506.325,4052.3450000000003
11.0,8575.2,8652.85,6056.65,6056.65,3728.995
12.0,8700.175,9418.55,6609.6,6609.6,3536.0775
13.0,9295.775000000001,10580.4,7401.075,7401.075,3386.03
14.0,9019.275,12718.025,7495.0275,7495.0275,3023.1075
15.0,10058.35,12597.275,8490.9725,8490.9725,2951.4125
16.0,11302.325,11469.775,9106.575,9106.575,3283.0275
17.0,12597.425,10604.25,9680.05,9680.05,4211.255
18.0,11423.25,9635.925,8848.8375,8848.8375,4306.87
19.0,9649.95,9065.9,7858.3175,7858.3175,4160.845
20.0,10626.025,8184.825,7869.625,7869.625,4960.7225
21.0,10219.475,7449.65,7106.5625,7106.5625,4910.885
22.0,9018.9,6917.75,6137.425,6137.425,4478.9175
23.0,8509.025,7390.9,5681.775,5681.775,3912.3825
24.0,9429.3,9274.775,6803.775,6803.775,3805.55
1.0,9046.2,11198.449999999999,6775.65,6775.65,3261.06
2.0,8804.45,12676.075,6827.1,6827.1,3102.335
3.0,8591.65,13599.3,6882.96,6882.96,2991.7775
4.0,8923.45,14055.6,7302.04,7302.04,2942.3425
5.0,9200.725,13256.875,7509.225,7509.225,2999.57
6.0,9974.699999999999,11140.2,7944.1575,7944.1575,3207.605
7.0,13498.25,11624.025,10759.2925,10759.295,4270.5425
8.0,15513.1,11955.85,11661.4325,11661.435000000001,5135.285
9.0,12884.675,9667.225,9462.725,9462.725,5203.235
10.0,11071.45,6650.05,6467.055,6467.055,5428.1224999999995
11.0,10305.05,6613.6,5992.565,5992.5675,4551.297500000001
12.0,10145.925,7863.175,6502.075,6502.075,4303.5125
13.0,10828.825,9834.375,7555.375,7555.375,3877.805
14.0,9167.05,12127.8,7160.0599999999995,7160.0599999999995,3022.455
15.0,10613.575,12049.7,8578.735,8578.735,2987.3875
16.0,12770.925,11182.775,9431.475,9431.475,3575.4575
17.0,13822.825,10262.7,9667.1775,9667.18,4566.0975
18.0,13171.65,9461.825,9097.975,9097.975,5025.37
19.0,11522.925,7110.700000000001,7005.85,7005.85,6012.6475
20.0,11670.25,6772.75,6726.75,6726.75,6366.8975
21.0,10233.95,6296.475,6020.6525,6020.6525,5509.0
22.0,8472.975,6358.575,5407.950000000001,5407.950000000001,4269.465
23.0,8013.225,6418.225,4885.875,4885.875,3528.9025
24.0,8948.525,7328.775,5515.075,5515.075,3925.3275000000003
1.0,9494.075,10512.575,7260.3425,7260.3425,3431.7175
2.0,9382.4,11902.7,7334.145,7334.145,3286.06
3.0,9285.9,12928.625,7330.3,7330.3,3221.9425
4.0,9273.65,13159.8,7413.275,7413.275,3125.8525
5.0,9607.375,12444.925,7557.75,7557.75,3200.7675
6.0,11431.725,11613.9,9160.9,9160.9,3498.0875
7.0,14105.775,12636.75,11683.7475,11683.7475,4395.37
8.0,14998.3,12612.8,12227.4525,12227.455,5035.1875
9.0,12662.175,11833.925,10476.8275,10476.825,4428.345
10.0,10803.975,8056.075,7863.8,7863.8,5849.96
11.0,9917.475,7922.375,7357.15,7357.15,4744.8475
12.0,10090.625,9137.525,7606.595,7606.595,4201.0875
13.0,10375.175,10901.575,8301.7,8301.7,3472.3625
14.0,9401.575,13297.95,8004.45,8004.45,3067.2975
15.0,10977.775,13350.05,9536.8,9536.8,3214.53
16.0,11900.725,12222.55,10013.575,10013.575,3456.2575
17.0,13193.375,11254.1,10514.95,10514.95,4635.625
18.0,11816.4,10672.975,9840.2,9840.2,4488.78
19.0,9841.6,8264.275,7730.275,7730.275,5150.6575
20.0,10804.0,7719.5,7629.3075,7629.3075,6117.3925
21.0,9054.825,7283.775,6785.46,6785.46,4970.0575
22.0,7031.5,6478.55,5175.674999999999,5175.674999999999,3839.89
23.0,6798.275,6218.924999999999,4646.175,4646.175,3477.5699999999997
24.0,8383.45,7806.5,6077.610000000001,6077.610000000001,3855.4725
1.0,10700.825,9242.975,7490.55,7490.55,3649.1
2.0,10429.074999999999,10787.05,7984.3725,7984.3725,3398.935
3.0,10550.2,11698.2,8227.3425,8227.3425,3337.365
4.0,10400.95,12109.8,8207.0275,8207.0275,3287.235
5.0,11165.5,11756.599999999999,8433.282500000001,8433.282500000001,3305.065
6.0,12577.95,10540.625,8912.225,8912.225,3868.3975
7.0,14371.225,12223.25,11539.775,11539.775,4507.8525
8.0,15575.05,13054.75,12627.875,12627.875,4950.16
9.0,13850.575,11577.125,11020.0,11020.0,4794.93
10.0,12327.7,8990.9,8917.6,8917.6,6100.3724999999995
11.0,11448.1,8508.725,8279.574999999999,8279.574999999999,5287.8099999999995
12.0,11386.675,9391.2,8316.2,8316.2,4420.2575
13.0,12625.475,10932.55,9175.0,9175.0,3983.3424999999997
14.0,11517.725,13116.2,9097.8125,9097.8125,3160.5375
15.0,13365.5,13723.525,10793.5,10793.5,3240.0675
16.0,14984.525,12340.35,11205.55,11205.55,4018.15
17.0,15811.35,11736.075,11377.25,11377.25,5188.04
18.0,13476.7,10643.3,10292.875,10292.875,5112.99
19.0,11255.3,7845.924999999999,7719.825,7719.825,6141.355
20.0,12055.85,7632.85,7624.35,7624.35,7052.41
21.0,10346.3,6961.125,6851.9825,6851.9825,5652.87
22.0,9340.8,6755.175,6129.827499999999,6129.827499999999,4382.8775000000005
23.0,9141.125,6598.1,5579.475,5579.475,4068.925
24.0,9925.275,7832.9,6494.3,6494.3,4050.415
1.0,10499.075,9569.75,7751.875,7751.575,3719.52
2.0,10318.3,10982.225,8001.875,8000.675,3365.5475
3.0,10212.875,11796.7,8105.025,8103.825,3288.7875
4.0,10014.975,12031.1,7808.025,7807.125,3231.7225
5.0,10477.525,11933.3,8218.125,8266.925000000001,3297.3424999999997
6.0,11794.125,10612.325,8959.15,9029.425,3779.98
7.0,14302.675,12782.525,11589.515,11310.94,4296.9325
8.0,15536.375,12778.45,12477.175,11751.82,5062.5650000000005
9.0,14206.675,11139.95,10783.9,10754.625,5252.625
10.0,12526.65,9232.575,9190.05,9190.05,6212.4
11.0,11232.725,8966.825,8387.75,8387.75,4742.3275
12.0,10897.225,10350.75,8259.225,8259.225,3915.2675
13.0,11492.8,11512.8,9016.5775,9016.5775,3554.24
14.0,10401.35,12698.1,8573.7875,8573.7875,3160.0375000000004
15.0,12155.05,12543.075,10081.325,10081.325,3339.9325
16.0,12689.125,11724.825,9960.325,9960.325,3808.855
17.0,14629.2,11210.6,10853.7,10853.7,5264.225
18.0,12717.325,10418.675,9786.25,9786.25,4687.405
19.0,10568.375,8188.474999999999,7835.65,7835.65,5298.7
20.0,10369.975,7914.349999999999,7557.8,7557.8,5287.42
21.0,8721.775,7353.425,6765.325,6765.325,4695.4875
22.0,8305.175,7226.3,6134.0725,6134.0725,4114.875
23.0,8716.825,7434.35,6028.375,6028.375,3806.7
24.0,9737.7,8700.349999999999,7244.174999999999,7244.174999999999,3603.8875
1.0,11112.6,10235.9,8584.4925,8583.592499999999,3858.4025
2.0,11027.3,11462.8,8967.175,8965.975,3459.9025
3.0,10835.05,12422.4,8890.9475,8889.7475,3395.425
4.0,10780.025,12873.4,8941.76,8940.56,3389.645
5.0,11267.375,12451.425,9211.21,9210.0125,3417.3575
6.0,12519.95,11208.1,9732.6225,9731.5975,4224.705
7.0,15187.575,12594.225,11333.365,11818.630000000001,4225.43
8.0,16265.525000000001,12824.225,12103.3525,12333.4925,4550.6975
9.0,15423.625,12394.925,12107.8,12104.4,5299.98
10.0,13628.3,10010.275,9954.6,9954.6,6062.6
11.0,11776.675,8764.975,8605.875,8605.875,5400.385
12.0,11553.075,9043.625,8262.175,8262.175,4495.0225
13.0,12387.425,10575.25,8947.55,8947.55,4217.38
14.0,11406.075,12204.55,8878.725,8878.725,3353.4449999999997
15.0,13535.65,13424.875,10778.0,10778.0,3426.14
16.0,14415.8,12126.625,10669.475,10669.475,3991.6375
17.0,16062.449999999999,11594.5,11460.55,11460.55,5875.014999999999
18.0,13949.125,9909.0,9781.65,9781.65,5450.4825
19.0,11383.5,7857.85,7772.8,7772.8,6225.327499999999
20.0,12146.6,7328.125,7328.125,7328.125,7145.155000000001
21.0,10639.925,6848.4,6768.3475,6768.3475,5880.7775
22.0,9969.8,6956.799999999999,6437.975,6437.975,4579.719999999999
23.0,9966.75,6967.475,6470.375,6470.375,4610.4975
24.0,10772.925,7941.450000000001,7257.675,7257.675,4679.1925
1.0,10832.05,10789.575,8772.625,8770.575,3642.925
2.0,10916.05,12381.7,9159.4,9151.2,3409.995
3.0,10531.85,13387.7,8982.225,8975.625,3297.48
4.0,10490.55,14112.425000000001,8983.2,8975.0,3209.6625
5.0,11009.0,13562.949999999999,9488.9,9482.25,3303.8424999999997
6.0,12058.0,12243.725,10154.05,10165.25,3632.7200000000003
7.0,14541.05,12572.825,11899.8,11778.01,4632.2325
8.0,15299.8,13500.1,12749.8,12454.5675,4613.45
9.0,13980.875,13131.925,11696.375,11679.325,4569.88
10.0,11696.65,11277.2,9594.2,9582.7075,4491.55
11.0,9057.475,9413.525000000001,7472.825,7461.325,3664.1675
12.0,9920.6,9705.2,7932.4,7916.075,3727.3975
13.0,11290.15,11426.725,9130.45,9114.175,3776.0075
14.0,11227.225,13010.0,9579.8875,9574.675,3372.4575
15.0,13065.25,13665.7,11381.225,11375.975,3465.6675
16.0,13894.85,12874.775,11662.875,11661.125,3875.4275
17.0,15063.8,12230.7,12081.475,12074.775000000001,5499.925
18.0,12786.325,10501.775,10255.65,10252.15,5497.4925
19.0,10615.425,8754.575,8416.925000000001,8415.675000000001,5273.175
20.0,10422.6,8428.974999999999,8166.4,8165.15,5325.0875
21.0,9123.775,7929.075,7402.175,7402.175,4408.17
22.0,8621.125,7675.950000000001,6912.475,6907.225,4122.62
23.0,8558.225,7253.875,6409.6,6405.1,4129.842500000001
24.0,9348.0,8447.45,7364.525,7357.525,4128.875
1.0,9663.35,12330.4,8095.05,8095.05,3302.595
2.0,9738.35,14326.9,8293.725,8293.725,3171.9925000000003
3.0,9737.9,15484.05,8362.79,8362.79,3063.2725
4.0,9670.725,16278.25,8304.5,8304.5,3009.7225
5.0,9597.825,16180.2,8227.475,8227.475,3009.6124999999997
6.0,10468.325,14538.1,9140.425,9140.425,3197.2375
7.0,11824.6,15630.225,10948.474999999999,10948.474999999999,3215.08
8.0,12343.85,15898.825,11407.4,11407.4,3202.9225
9.0,10797.8,15956.475,9972.05,9972.05,3020.5275
10.0,9880.9,13918.25,9136.782500000001,9136.782500000001,3319.895
11.0,8571.9,12955.775,7583.6,7583.6,3079.3824999999997
12.0,8798.725,13818.4,7579.375,7579.375,3009.49
13.0,9123.225,15472.125,7931.175,7931.175,3009.6549999999997
14.0,9129.55,16765.375,8035.0675,8035.0675,2893.4025
15.0,10487.225,16773.7,9412.28,9412.28,2898.255
16.0,11008.375,15840.175,9736.1,9736.1,3024.7875
17.0,11696.725,14911.525,10464.6,10464.6,3176.6625
18.0,10137.1,13580.5,9150.0,9150.0,3149.49
19.0,8119.65,11918.775000000001,7543.6,7543.6,3273.41
20.0,8691.45,11120.7,7928.35,7928.35,3561.7975
21.0,8526.375,10849.5,7864.55,7864.55,3599.365
22.0,7798.875,10086.75,7107.825,7107.825,3431.875
23.0,7238.175,9900.05,6000.125,6000.125,3219.1425
24.0,8129.0,10558.6,6675.225,6675.225,3349.1525
1.0,9096.775,11913.825,7163.9275,7163.9275,3142.645
2.0,9157.925,14054.25,7296.860000000001,7296.8575,3044.5825
3.0,9376.4,15148.275,7557.745,7557.7425,2984.2525
4.0,9464.15,16178.65,7661.4825,7661.485,2903.9475
5.0,9669.55,15851.95,7858.675,7858.675,2923.5925
6.0,10936.75,14327.975,9266.65,9266.65,3146.705
7.0,13225.85,14119.65,11539.325,11340.375,3629.2475
8.0,14164.575,14333.325,12190.625,12152.065,3668.54
9.0,13545.425,14313.150000000001,11828.1775,11840.5275,3419.77
10.0,12318.05,11879.95,9958.575,9914.6,4010.0125
11.0,10928.8,10345.875,8536.25,8536.25,3758.3275
12.0,11590.5,10756.625,8962.25,8962.25,3772.5625
13.0,12610.7,12481.15,9856.1,9856.1,3567.8075
14.0,11783.15,13919.35,9429.275,9429.275,3236.55
15.0,13721.375,14434.975,11256.224999999999,11256.224999999999,3313.7375
16.0,15038.475,13340.425,11793.875,11793.875,3882.5075
17.0,16277.45,12466.225,12233.375,12233.375,5424.9175
18.0,14232.225,11036.8,10897.25,10897.25,5800.1075
19.0,10506.875,9049.65,8564.775,8564.775,4872.7125
20.0,11237.175,8559.275,8512.75,8512.75,6107.055
21.0,10191.2,8269.6,8004.825,8004.825,4927.8675
22.0,9617.05,8232.475,7497.65,7497.65,4330.6275000000005
23.0,8821.5,7640.125,6562.55,6562.55,3948.42
24.0,9518.875,7872.675,6896.475,6896.475,4272.1875
1.0,9886.65,9930.65,7572.35,7572.35,3477.94
2.0,10264.325,11490.4,7758.7,7749.8,3296.8725
3.0,10280.375,12432.6,7814.525,7787.575,3184.3625
4.0,10126.575,13255.175,7767.1900000000005,7748.38,3080.7375
5.0,10240.625,12883.675000000001,7813.5925,7807.6625,3093.285
6.0,11286.275,12636.1,8795.775,8790.675,3248.95
7.0,13706.825,13125.775,11229.025,11202.474999999999,3741.74
8.0,14305.95,13620.775,11689.85,11719.067500000001,3756.2574999999997
9.0,12931.775,13366.475,10640.575,10640.425,3534.01
10.0,11937.425,10995.375,9049.05,9049.9875,4239.7525000000005
11.0,10560.900000000001,9561.025,7637.825,7639.674999999999,4134.865
12.0,11000.3,10065.3,7878.575,7877.7,3850.3
13.0,12076.925,11695.7,9196.975,9198.825,3507.4925
14.0,11235.525,13678.675,8946.575,8949.35,3071.87
15.0,13334.724999999999,13498.275000000001,10867.325,10868.25,3305.3900000000003
16.0,13795.025,12436.275,10897.875,10894.3,3673.0299999999997
17.0,14792.5,11945.275000000001,11325.7,11330.6,4812.93
18.0,13268.775,10641.075,10372.225,10363.2,5397.96
19.0,10054.975,8748.55,8080.625,8083.825,4685.27
20.0,10746.375,8284.55,8095.325,8098.525,5837.6975
21.0,9722.425,7791.375,7331.15,7335.95,4959.6325
22.0,8999.825,7877.349999999999,6952.175,6958.575,4140.172500000001
23.0,8244.2,7469.525,5898.674999999999,5898.674999999999,3782.2625
24.0,8740.3,7794.525,6251.275,6251.275,4184.89
1.0,10317.275000000001,8562.550000000001,7457.475,7457.475,4295.595
2.0,10517.075,9731.6,7974.4,7974.4,3542.4525000000003
3.0,10342.15,10527.55,7923.605,7923.605,3384.4075000000003
4.0,10427.075,11202.075,7784.6849999999995,7784.6849999999995,3284.8175
5.0,10897.175,11108.7,8174.2925,8174.2925,3343.12
6.0,12124.5,11129.275,9193.65,9193.65,3587.2025000000003
7.0,14552.1,11353.699999999999,10642.05,10642.05,4547.764999999999
8.0,14488.675,11135.7,10387.1,10387.1,4550.5425
9.0,12874.975,10383.65,9195.725,9195.725,4325.465
10.0,11773.75,8046.924999999999,7749.275,7749.275,5050.7025
11.0,11196.2,7593.4,7390.2,7390.2,5250.61
12.0,12134.875,8185.225,7815.5,7815.5,5250.17
13.0,12488.5,9379.925,8099.275,8099.275,4272.610000000001
14.0,11816.8,11314.75,8477.625,8477.625,3394.0675
15.0,13881.125,11898.05,9974.55,9974.55,3575.635
16.0,14628.4,11477.475,10134.475,10134.475,4075.46
17.0,15466.625,10883.225,10644.625,10644.625,5513.0625
18.0,13469.575,9994.349999999999,9874.5,9874.5,5801.615
19.0,10680.65,7914.85,7728.424999999999,7728.424999999999,5949.8375
20.0,11256.075,7509.825000000001,7509.825000000001,7509.825000000001,7295.0475
21.0,10571.125,7139.325,7129.29,7129.29,6000.1625
22.0,10332.5,6904.775,6745.575000000001,6745.575000000001,5315.6775
23.0,9261.4,6495.675,6216.645,6216.645,4937.63
24.0,8900.65,6793.025,6093.1,6093.1,4384.63
1.0,11148.825,7858.5,7565.875,7565.875,5237.15
2.0,11645.099999999999,9443.65,8246.125,8246.125,4205.45
3.0,11343.55,10404.9,8696.425,8696.425,3989.3424999999997
4.0,11443.375,11293.15,9069.875,9069.875,3475.5075
5.0,11738.625,11156.675000000001,9129.225,9129.225,3707.1
6.0,12728.125,10971.875,9826.35,9826.35,4439.4225
7.0,15049.425,11356.9,10997.7,10997.7,5263.005
8.0,15444.175,11498.975,11134.775,11134.775,5275.5
9.0,14078.3,11036.0,10573.3,10573.3,5075.2625
10.0,12907.975,8826.65,8642.875,8642.875,5824.8475
11.0,12201.35,8600.55,8508.075,8508.075,6012.6975
12.0,12618.025,8939.225,8755.575,8755.575,5947.2625
13.0,12708.25,9774.15,8941.05,8941.05,4500.545
14.0,12392.475,11377.7,9407.275,9407.275,3789.69
15.0,14373.5,12238.3,10782.225,10782.225,4039.81
16.0,15718.25,12181.525,11508.75,11508.75,4609.635
17.0,16353.325,11729.349999999999,11662.675,11662.675,6151.9675
18.0,14249.875,10910.025,10834.625,10834.625,6251.4075
19.0,11560.575,8523.2,8377.85,8377.85,6851.5
20.0,12900.25,8068.95,8068.95,8068.95,8249.25
21.0,11533.825,7845.700000000001,7845.700000000001,7845.700000000001,6943.445
22.0,10758.65,7737.5,7700.0,7700.0,5888.1075
23.0,9825.35,6833.125,6715.08,6715.08,5564.905
24.0,9754.025,6772.549999999999,6610.35,6610.35,5302.26
1.0,10532.625,9045.1,8118.575,8118.575,4629.365
2.0,10548.4,10131.9,8221.575,8221.575,4047.4900000000002
3.0,10292.625,10799.95,8235.525,8235.525,3623.63
4.0,10776.725,12058.5,8656.45,8656.45,3394.925
5.0,11098.425,12061.2,8861.125,8861.125,3409.2275
6.0,11762.325,11367.525,9322.625,9322.625,3967.825
7.0,14414.125,12427.849999999999,11733.75,11733.75,4671.1475
8.0,15005.675,12701.05,12143.775,12143.775,4836.9825
9.0,14134.475,12305.775,11277.9,11277.9,4784.7575
10.0,13363.45,9083.45,8995.05,8995.05,6775.3
11.0,12163.05,8818.45,8704.85,8704.85,6317.135
12.0,13113.275,9348.650000000001,9189.675,9189.675,6813.0
13.0,13219.375,10806.0,9861.275,9861.275,4607.59
14.0,12419.575,12501.55,10059.175,10059.175,3551.665
15.0,14013.75,12477.425,10852.05,10852.05,4345.2175
16.0,15432.775,11703.225,11340.175,11340.175,5793.865
17.0,16423.275,11213.525,11059.875,11059.8725,7250.785
18.0,13855.05,11194.775,10892.2,10892.2,5734.7125
19.0,11142.3,9634.15,9137.685,9137.68,5187.805
20.0,11970.325,9042.225,8884.5275,8884.5275,7886.7
21.0,11613.225,8675.025000000001,8514.4275,8514.4275,6850.0225
22.0,11504.35,8567.15,8387.342499999999,8387.342499999999,6320.6125
23.0,11073.5,7545.55,7384.764999999999,7384.764999999999,6631.9275
24.0,10979.175,7592.85,7385.29,7385.29,6125.145
1.0,11671.625,8298.5,8092.16,8105.849999999999,5437.889999999999
2.0,11399.375,9448.275,8303.5,8397.2,4540.3225
3.0,11261.575,10319.375,8269.575,8358.0,4165.725
4.0,11661.05,10911.275000000001,8167.175000000001,8249.55,3719.5074999999997
5.0,11803.875,10662.2,8282.2,8372.975,3908.0975
6.0,13011.15,10156.225,9313.125,9358.175,4661.1050000000005
7.0,15763.525,11521.55,11208.525,11090.525,5362.925
8.0,16245.7,12733.075,12421.675,12143.895,5071.1225
9.0,14514.175,12046.0,11005.4,11042.93,4599.7075
10.0,12780.775,9124.475,8987.075,9014.55,5750.3475
11.0,11519.85,8280.25,8042.4,8093.0,5250.077499999999
12.0,12034.875,8313.475,8193.65,8233.35,5760.0775
13.0,12522.35,9632.975,8498.5,8586.275,4589.035
14.0,12781.95,10874.125,9147.35,9233.475,4199.1825
15.0,14288.925,11753.8,10311.575,10402.575,4165.585
16.0,15656.675,11266.575,10773.699999999999,10817.525,5466.35
17.0,16331.15,9863.849999999999,9863.849999999999,9863.849999999999,7863.2
18.0,14038.45,10077.45,10044.7,10061.45,6000.2875
19.0,10718.2,7964.7,7699.849999999999,7746.0,5500.0425
20.0,12062.650000000001,7893.75,7893.75,7893.75,7495.5075
21.0,12127.35,7838.35,7838.35,7838.35,6999.157499999999
22.0,11753.925,7705.525,7705.525,7705.525,6603.9349999999995
23.0,11112.675,6933.575,6933.575,6933.575,6644.9925
24.0,10885.275,7011.625,7011.625,7011.625,6389.1075
1.0,10599.625,9559.925,8507.9,8505.6,4326.7975
2.0,10436.8,10838.875,8504.725,8503.0,3762.165
3.0,9941.975,11840.45,8189.325,8187.025000000001,3414.9325
4.0,10181.95,12553.5,8443.675,8441.375,3386.4325
5.0,10589.575,12529.3,8841.175,8824.025,3407.4575
6.0,11624.175,12243.25,9682.725,9513.8,3952.8225
7.0,13683.2,13054.75,11536.875,11195.525,4456.2825
8.0,13689.325,14207.05,11674.3,11615.425,4049.32
9.0,11558.4,15086.25,10605.5,10370.025,3240.945
10.0,9605.825,12421.375,8606.15,8540.0,3429.4700000000003
11.0,8715.175,11827.050000000001,7442.625,7440.9,3259.4449999999997
12.0,8846.1,12333.55,7583.05,7581.325,3190.8525
13.0,8852.65,13614.175,7530.725,7529.0,3170.455
14.0,8561.35,14834.825,7548.65,7546.925,3049.88
15.0,9192.825,15886.125,8467.35,8465.625,2876.69
16.0,10220.05,15489.675,9253.35,9252.2,2994.535
17.0,11025.525,14677.6,9939.425,9937.6,3183.2250000000004
18.0,10090.25,13393.575,9084.35,9082.05,3191.19
19.0,7443.5,10791.85,6913.950000000001,6911.65,3228.08
20.0,8670.65,10060.275,7734.825,7733.1,3806.465
21.0,9103.0,10076.575,7944.775,7943.05,4134.3925
22.0,8824.875,10100.725,7721.9,7721.325,3594.98
23.0,7912.725,9484.4,6098.675,6096.375,3376.165
24.0,8084.299999999999,9851.6,6164.25,6161.95,3381.7525
1.0,8845.85,9848.725,7216.25,7209.275,3379.0175
2.0,8816.25,11519.575,7288.325000000001,7282.2,3206.3475
3.0,9290.1,12827.5,7786.925,7781.325,3165.995
4.0,9274.85,13323.349999999999,7803.0,7796.975,3095.5375
5.0,9685.075,12956.625,8186.525,8180.175,3147.7525
6.0,10654.525,12133.0,9212.55,9209.05,3364.3450000000003
7.0,12544.85,12633.775,10893.0,10521.985,4133.73
8.0,13466.5,13526.375,11740.275,11381.08,4145.8225
9.0,11353.225,13155.45,10262.425,10227.925,3339.13
10.0,9884.875,10736.025,8431.6,8380.525,3792.5675
11.0,9595.75,10171.625,7942.75,7912.75,3697.925
12.0,9971.724999999999,10699.725,8330.125,8322.625,3477.27
